802334127760490496	negative
624764543663742976	positive
805582613687713793	neutral
637480203497832448	positive
641096279930507265	neutral
625730917647126528	neutral
633292370906230784	positive
676475014070337538	positive
802175075067763968	positive
802160431683031040	neutral
636309350701658112	neutral
623343242826743808	neutral
802282220241174528	positive
621053956437848064	negative
802326968385601544	neutral
638274603295592448	neutral
665708557657075713	neutral
636867553399341056	positive
632977936187027457	neutral
802361154932768768	negative
665361065090416640	negative
639228912904572928	neutral
631909052025540608	positive
623653268913291265	neutral
681607934191734784	positive
638182996210810881	neutral
802142972087299968	neutral
802334063419944960	positive
620515251822440448	positive
632113432796397568	negative
